"","text_id","lemma","n_tokens","year","genre","subgenre","word_count","random_id"
"13681",5025888,"define",0,2019,"ACAD","ACAD_Humanities",8081,96
"13682",5025994,"define",0,2019,"ACAD","ACAD_Humanities",4573,68
"13687",5026172,"define",0,2019,"ACAD","ACAD_Humanities",3304,54
"13688",5026198,"define",0,2019,"ACAD","ACAD_Humanities",4185,15
"13689",5026316,"define",0,2019,"ACAD","ACAD_Humanities",12680,3
"13691",5026356,"define",0,2019,"ACAD","ACAD_Humanities",12696,46
"13692",5026361,"define",0,2019,"ACAD","ACAD_Humanities",9401,36
"13694",5026380,"define",0,2019,"ACAD","ACAD_Humanities",4336,17
"13695",5026519,"define",0,2019,"ACAD","ACAD_Humanities",5579,11
"15529",5025614,"define",0,2018,"ACAD","ACAD_Law_PolSci",7326,81
"15530",5025624,"define",0,2018,"ACAD","ACAD_Law_PolSci",13189,97
"15531",5025628,"define",0,2018,"ACAD","ACAD_Law_PolSci",7698,84
"15536",5025970,"define",0,2018,"ACAD","ACAD_Law_PolSci",13334,44
"15541",5026045,"define",0,2018,"ACAD","ACAD_Law_PolSci",10514,88
"15542",5026054,"define",0,2018,"ACAD","ACAD_Law_PolSci",39468,33
"15546",5026062,"define",0,2018,"ACAD","ACAD_Law_PolSci",23577,1
"15548",5026067,"define",0,2018,"ACAD","ACAD_Law_PolSci",7222,63
"15550",5026145,"define",0,2018,"ACAD","ACAD_Law_PolSci",8965,8
"15555",5026453,"define",0,2018,"ACAD","ACAD_Law_PolSci",14843,68
"15556",5026455,"define",0,2018,"ACAD","ACAD_Law_PolSci",10524,76
"15562",5026568,"define",0,2018,"ACAD","ACAD_Law_PolSci",13910,13
"15565",5025835,"define",0,2019,"ACAD","ACAD_Law_PolSci",29753,30
"15570",5025841,"define",0,2019,"ACAD","ACAD_Law_PolSci",17189,85
"15571",5025842,"define",0,2019,"ACAD","ACAD_Law_PolSci",15282,80
"15572",5025843,"define",0,2019,"ACAD","ACAD_Law_PolSci",14615,47
"15574",5025845,"define",0,2019,"ACAD","ACAD_Law_PolSci",32179,19
"15575",5025846,"define",0,2019,"ACAD","ACAD_Law_PolSci",10272,96
"15577",5026110,"define",0,2019,"ACAD","ACAD_Law_PolSci",19716,100
"18732",5025608,"define",0,2018,"ACAD","ACAD_Medicine",8593,62
"18733",5025611,"define",0,2018,"ACAD","ACAD_Medicine",8492,53
"18734",5025612,"define",0,2018,"ACAD","ACAD_Medicine",11227,32
"18735",5025616,"define",0,2018,"ACAD","ACAD_Medicine",7194,76
"18736",5025618,"define",0,2018,"ACAD","ACAD_Medicine",7998,29
"18737",5025619,"define",0,2018,"ACAD","ACAD_Medicine",9564,72
"18738",5025620,"define",0,2018,"ACAD","ACAD_Medicine",9068,17
"18739",5025627,"define",0,2018,"ACAD","ACAD_Medicine",9603,99
"18740",5025802,"define",0,2018,"ACAD","ACAD_Medicine",7713,56
"18741",5025965,"define",0,2018,"ACAD","ACAD_Medicine",9600,15
"18742",5026028,"define",0,2018,"ACAD","ACAD_Medicine",7604,57
"18744",5026044,"define",0,2018,"ACAD","ACAD_Medicine",6946,23
"18745",5026382,"define",0,2018,"ACAD","ACAD_Medicine",7573,71
"18749",5026407,"define",0,2018,"ACAD","ACAD_Medicine",8466,92
"18750",5026408,"define",0,2018,"ACAD","ACAD_Medicine",27664,52
"18751",5026413,"define",0,2018,"ACAD","ACAD_Medicine",8637,30
"18752",5026414,"define",0,2018,"ACAD","ACAD_Medicine",10498,66
"18756",5026436,"define",0,2018,"ACAD","ACAD_Medicine",6961,33
"18758",5026439,"define",0,2018,"ACAD","ACAD_Medicine",9975,13
"18759",5026539,"define",0,2018,"ACAD","ACAD_Medicine",11104,63
"18760",5026541,"define",0,2018,"ACAD","ACAD_Medicine",8399,58
"18761",5026551,"define",0,2018,"ACAD","ACAD_Medicine",8590,83
"18762",5026552,"define",0,2018,"ACAD","ACAD_Medicine",20854,98
"18763",5026555,"define",0,2018,"ACAD","ACAD_Medicine",7344,91
"18764",5026595,"define",0,2018,"ACAD","ACAD_Medicine",7583,11
"18765",5025632,"define",0,2019,"ACAD","ACAD_Medicine",4590,47
"18766",5025634,"define",0,2019,"ACAD","ACAD_Medicine",4620,88
"18767",5025638,"define",0,2019,"ACAD","ACAD_Medicine",6081,38
"18768",5025639,"define",0,2019,"ACAD","ACAD_Medicine",5826,45
"18769",5025643,"define",0,2019,"ACAD","ACAD_Medicine",859,5
"18770",5025649,"define",0,2019,"ACAD","ACAD_Medicine",1133,60
"18771",5025650,"define",0,2019,"ACAD","ACAD_Medicine",1551,40
"18772",5025653,"define",0,2019,"ACAD","ACAD_Medicine",4072,61
"18773",5025655,"define",0,2019,"ACAD","ACAD_Medicine",4526,79
"18775",5025660,"define",0,2019,"ACAD","ACAD_Medicine",4736,25
"18776",5025663,"define",0,2019,"ACAD","ACAD_Medicine",5734,94
"18778",5025672,"define",0,2019,"ACAD","ACAD_Medicine",5842,46
"18779",5025673,"define",0,2019,"ACAD","ACAD_Medicine",17720,68
"18780",5025684,"define",0,2019,"ACAD","ACAD_Medicine",5040,18
"18783",5025694,"define",0,2019,"ACAD","ACAD_Medicine",5053,73
"18788",5025708,"define",0,2019,"ACAD","ACAD_Medicine",8708,87
"18789",5025710,"define",0,2019,"ACAD","ACAD_Medicine",7712,43
"18790",5025713,"define",0,2019,"ACAD","ACAD_Medicine",11475,12
"18791",5025715,"define",0,2019,"ACAD","ACAD_Medicine",19864,74
"18792",5025718,"define",0,2019,"ACAD","ACAD_Medicine",7997,34
"18793",5025728,"define",0,2019,"ACAD","ACAD_Medicine",8690,49
"18800",5025748,"define",0,2019,"ACAD","ACAD_Medicine",10658,95
"18802",5025759,"define",0,2019,"ACAD","ACAD_Medicine",8343,57
"18803",5025762,"define",0,2019,"ACAD","ACAD_Medicine",6842,84
"18804",5025763,"define",0,2019,"ACAD","ACAD_Medicine",10680,38
"18807",5025771,"define",0,2019,"ACAD","ACAD_Medicine",9201,65
"18808",5025772,"define",0,2019,"ACAD","ACAD_Medicine",7838,13
"18810",5026017,"define",0,2019,"ACAD","ACAD_Medicine",7369,86
"18811",5026071,"define",0,2019,"ACAD","ACAD_Medicine",5278,71
"18812",5026072,"define",0,2019,"ACAD","ACAD_Medicine",4039,20
"18813",5026073,"define",0,2019,"ACAD","ACAD_Medicine",4134,47
"18814",5026075,"define",0,2019,"ACAD","ACAD_Medicine",4738,26
"18821",5026085,"define",0,2019,"ACAD","ACAD_Medicine",5141,1
"18822",5026086,"define",0,2019,"ACAD","ACAD_Medicine",12744,80
"18823",5026087,"define",0,2019,"ACAD","ACAD_Medicine",5788,37
"18824",5026088,"define",0,2019,"ACAD","ACAD_Medicine",3009,96
"18825",5026091,"define",0,2019,"ACAD","ACAD_Medicine",6202,77
"18829",5026128,"define",0,2019,"ACAD","ACAD_Medicine",3799,33
"18830",5026129,"define",0,2019,"ACAD","ACAD_Medicine",5394,69
"18831",5026131,"define",0,2019,"ACAD","ACAD_Medicine",5258,49
"18832",5026133,"define",0,2019,"ACAD","ACAD_Medicine",5300,81
"18833",5026134,"define",0,2019,"ACAD","ACAD_Medicine",4034,60
"18834",5026135,"define",0,2019,"ACAD","ACAD_Medicine",5180,14
"18835",5026166,"define",0,2019,"ACAD","ACAD_Medicine",6025,67
"18837",5026169,"define",0,2019,"ACAD","ACAD_Medicine",4426,50
"18838",5026170,"define",0,2019,"ACAD","ACAD_Medicine",5343,10
"18840",5026193,"define",0,2019,"ACAD","ACAD_Medicine",4457,8
"18842",5026304,"define",0,2019,"ACAD","ACAD_Medicine",8517,25
"18844",5026307,"define",0,2019,"ACAD","ACAD_Medicine",12243,66
"18845",5026312,"define",0,2019,"ACAD","ACAD_Medicine",13080,3
"18846",5026326,"define",0,2019,"ACAD","ACAD_Medicine",4817,16
"18847",5026330,"define",0,2019,"ACAD","ACAD_Medicine",11236,73
"18848",5026478,"define",0,2019,"ACAD","ACAD_Medicine",6739,36
"18849",5026481,"define",0,2019,"ACAD","ACAD_Medicine",4380,24
"18850",5026483,"define",0,2019,"ACAD","ACAD_Medicine",2637,87
"18851",5026487,"define",0,2019,"ACAD","ACAD_Medicine",4270,97
"18852",5026488,"define",0,2019,"ACAD","ACAD_Medicine",4695,99
"18853",5026489,"define",0,2019,"ACAD","ACAD_Medicine",5049,53
"18855",5026491,"define",0,2019,"ACAD","ACAD_Medicine",3037,94
"18856",5026492,"define",0,2019,"ACAD","ACAD_Medicine",4137,92
"18857",5026496,"define",0,2019,"ACAD","ACAD_Medicine",3929,76
"18858",5026497,"define",0,2019,"ACAD","ACAD_Medicine",6021,11
"18859",5026500,"define",0,2019,"ACAD","ACAD_Medicine",3316,28
"18860",5026501,"define",0,2019,"ACAD","ACAD_Medicine",6790,62
"18861",5026503,"define",0,2019,"ACAD","ACAD_Medicine",4130,27
"18862",5026504,"define",0,2019,"ACAD","ACAD_Medicine",5350,39
"18863",5026507,"define",0,2019,"ACAD","ACAD_Medicine",6588,4
"18864",5026509,"define",0,2019,"ACAD","ACAD_Medicine",6127,43
"18865",5026510,"define",0,2019,"ACAD","ACAD_Medicine",5973,42
"18866",5026512,"define",0,2019,"ACAD","ACAD_Medicine",5538,70
"18868",5026514,"define",0,2019,"ACAD","ACAD_Medicine",3965,64
"18869",5026517,"define",0,2019,"ACAD","ACAD_Medicine",6692,51
"20038",5025642,"define",0,2019,"ACAD","ACAD_Misc",887,81
"20039",5025646,"define",0,2019,"ACAD","ACAD_Misc",1613,60
"20040",5025647,"define",0,2019,"ACAD","ACAD_Misc",5773,61
"20041",5025651,"define",0,2019,"ACAD","ACAD_Misc",915,71
"20042",5025657,"define",0,2019,"ACAD","ACAD_Misc",944,4
"20044",5025716,"define",0,2019,"ACAD","ACAD_Misc",10060,70
"20045",5025995,"define",0,2019,"ACAD","ACAD_Misc",5867,23
"21519",5025906,"define",0,2018,"ACAD","ACAD_Phil_Rel",11137,80
"21520",5025907,"define",0,2018,"ACAD","ACAD_Phil_Rel",11850,73
"21521",5025908,"define",0,2018,"ACAD","ACAD_Phil_Rel",11046,77
"21522",5025909,"define",0,2018,"ACAD","ACAD_Phil_Rel",16062,52
"21525",5025912,"define",0,2018,"ACAD","ACAD_Phil_Rel",19302,14
"21529",5025917,"define",0,2018,"ACAD","ACAD_Phil_Rel",15645,48
"21531",5025919,"define",0,2018,"ACAD","ACAD_Phil_Rel",14487,64
"21532",5025920,"define",0,2018,"ACAD","ACAD_Phil_Rel",14393,39
"21533",5025921,"define",0,2018,"ACAD","ACAD_Phil_Rel",12908,58
"21534",5025922,"define",0,2018,"ACAD","ACAD_Phil_Rel",18944,46
"21535",5025923,"define",0,2018,"ACAD","ACAD_Phil_Rel",13935,79
"21536",5025924,"define",0,2018,"ACAD","ACAD_Phil_Rel",21624,16
"21541",5025982,"define",0,2018,"ACAD","ACAD_Phil_Rel",9167,30
"21544",5026399,"define",0,2018,"ACAD","ACAD_Phil_Rel",8718,32
"21545",5026444,"define",0,2018,"ACAD","ACAD_Phil_Rel",7236,33
"21547",5026546,"define",0,2018,"ACAD","ACAD_Phil_Rel",12491,35
"21549",5026558,"define",0,2018,"ACAD","ACAD_Phil_Rel",10114,15
"21550",5026564,"define",0,2018,"ACAD","ACAD_Phil_Rel",8259,56
"21552",5025600,"define",0,2019,"ACAD","ACAD_Phil_Rel",9651,12
"21553",5025669,"define",0,2019,"ACAD","ACAD_Phil_Rel",6483,60
"21556",5026105,"define",0,2019,"ACAD","ACAD_Phil_Rel",6276,51
"21557",5026332,"define",0,2019,"ACAD","ACAD_Phil_Rel",9298,31
"21558",5026334,"define",0,2019,"ACAD","ACAD_Phil_Rel",9258,88
"25842",5025604,"define",0,2018,"ACAD","ACAD_Sci_Tech",23536,39
"25843",5025606,"define",0,2018,"ACAD","ACAD_Sci_Tech",8837,33
"25844",5025610,"define",0,2018,"ACAD","ACAD_Sci_Tech",9614,37
"25845",5025613,"define",0,2018,"ACAD","ACAD_Sci_Tech",8088,20
"25847",5025621,"define",0,2018,"ACAD","ACAD_Sci_Tech",10334,56
"25848",5025622,"define",0,2018,"ACAD","ACAD_Sci_Tech",14045,63
"25849",5025623,"define",0,2018,"ACAD","ACAD_Sci_Tech",9634,61
"25850",5025625,"define",0,2018,"ACAD","ACAD_Sci_Tech",8923,90
"25851",5025626,"define",0,2018,"ACAD","ACAD_Sci_Tech",10060,17
"25852",5025803,"define",0,2018,"ACAD","ACAD_Sci_Tech",7492,32
"25854",5025960,"define",0,2018,"ACAD","ACAD_Sci_Tech",9621,66
"25855",5025963,"define",0,2018,"ACAD","ACAD_Sci_Tech",9822,83
"25857",5025971,"define",0,2018,"ACAD","ACAD_Sci_Tech",7096,46
"25858",5025972,"define",0,2018,"ACAD","ACAD_Sci_Tech",9316,1
"25859",5025974,"define",0,2018,"ACAD","ACAD_Sci_Tech",14386,62
"25860",5025977,"define",0,2018,"ACAD","ACAD_Sci_Tech",7764,26
"25862",5025992,"define",0,2018,"ACAD","ACAD_Sci_Tech",9798,71
"25864",5025996,"define",0,2018,"ACAD","ACAD_Sci_Tech",8871,55
"25865",5026027,"define",0,2018,"ACAD","ACAD_Sci_Tech",7714,86
"25866",5026029,"define",0,2018,"ACAD","ACAD_Sci_Tech",13116,96
"25867",5026030,"define",0,2018,"ACAD","ACAD_Sci_Tech",16343,8
"25869",5026033,"define",0,2018,"ACAD","ACAD_Sci_Tech",8457,2
"25870",5026034,"define",0,2018,"ACAD","ACAD_Sci_Tech",11827,97
"25874",5026042,"define",0,2018,"ACAD","ACAD_Sci_Tech",8609,35
"25875",5026046,"define",0,2018,"ACAD","ACAD_Sci_Tech",7826,5
"25876",5026048,"define",0,2018,"ACAD","ACAD_Sci_Tech",10220,13
"25877",5026049,"define",0,2018,"ACAD","ACAD_Sci_Tech",8643,52
"25880",5026053,"define",0,2018,"ACAD","ACAD_Sci_Tech",6585,72
"25883",5026060,"define",0,2018,"ACAD","ACAD_Sci_Tech",18282,36
"25884",5026063,"define",0,2018,"ACAD","ACAD_Sci_Tech",13569,12
"25885",5026144,"define",0,2018,"ACAD","ACAD_Sci_Tech",8172,69
"25886",5026147,"define",0,2018,"ACAD","ACAD_Sci_Tech",12406,93
"25887",5026155,"define",0,2018,"ACAD","ACAD_Sci_Tech",10526,53
"25888",5026158,"define",0,2018,"ACAD","ACAD_Sci_Tech",7968,9
"25890",5026315,"define",0,2018,"ACAD","ACAD_Sci_Tech",8206,10
"25891",5026383,"define",0,2018,"ACAD","ACAD_Sci_Tech",13510,7
"25892",5026385,"define",0,2018,"ACAD","ACAD_Sci_Tech",7570,77
"25893",5026387,"define",0,2018,"ACAD","ACAD_Sci_Tech",7027,54
"25895",5026392,"define",0,2018,"ACAD","ACAD_Sci_Tech",8604,19
"25896",5026393,"define",0,2018,"ACAD","ACAD_Sci_Tech",9076,99
"25897",5026394,"define",0,2018,"ACAD","ACAD_Sci_Tech",9430,59
"25898",5026396,"define",0,2018,"ACAD","ACAD_Sci_Tech",12720,75
"25899",5026398,"define",0,2018,"ACAD","ACAD_Sci_Tech",9901,68
"25905",5026409,"define",0,2018,"ACAD","ACAD_Sci_Tech",13144,93
"25906",5026410,"define",0,2018,"ACAD","ACAD_Sci_Tech",14202,57
"25910",5026420,"define",0,2018,"ACAD","ACAD_Sci_Tech",6889,66
"25911",5026423,"define",0,2018,"ACAD","ACAD_Sci_Tech",7631,88
"25912",5026424,"define",0,2018,"ACAD","ACAD_Sci_Tech",10913,90
"25913",5026429,"define",0,2018,"ACAD","ACAD_Sci_Tech",12624,96
"25915",5026434,"define",0,2018,"ACAD","ACAD_Sci_Tech",13156,19
"25916",5026438,"define",0,2018,"ACAD","ACAD_Sci_Tech",9724,81
"25917",5026441,"define",0,2018,"ACAD","ACAD_Sci_Tech",13249,52
"25918",5026442,"define",0,2018,"ACAD","ACAD_Sci_Tech",10536,37
"25919",5026443,"define",0,2018,"ACAD","ACAD_Sci_Tech",10919,87
"25921",5026447,"define",0,2018,"ACAD","ACAD_Sci_Tech",9070,76
"25926",5026461,"define",0,2018,"ACAD","ACAD_Sci_Tech",8466,70
"25928",5026463,"define",0,2018,"ACAD","ACAD_Sci_Tech",12862,53
"25932",5026467,"define",0,2018,"ACAD","ACAD_Sci_Tech",7888,2
"25934",5026469,"define",0,2018,"ACAD","ACAD_Sci_Tech",8808,63
"25935",5026470,"define",0,2018,"ACAD","ACAD_Sci_Tech",10153,11
"25936",5026471,"define",0,2018,"ACAD","ACAD_Sci_Tech",8362,56
"25937",5026472,"define",0,2018,"ACAD","ACAD_Sci_Tech",17871,17
"25939",5026526,"define",0,2018,"ACAD","ACAD_Sci_Tech",8249,29
"25942",5026530,"define",0,2018,"ACAD","ACAD_Sci_Tech",9328,74
"25943",5026532,"define",0,2018,"ACAD","ACAD_Sci_Tech",9628,32
"25944",5026536,"define",0,2018,"ACAD","ACAD_Sci_Tech",11715,100
"25947",5026542,"define",0,2018,"ACAD","ACAD_Sci_Tech",8475,58
"25948",5026544,"define",0,2018,"ACAD","ACAD_Sci_Tech",9305,5
"25949",5026545,"define",0,2018,"ACAD","ACAD_Sci_Tech",10899,77
"25952",5026550,"define",0,2018,"ACAD","ACAD_Sci_Tech",25627,47
"25954",5026559,"define",0,2018,"ACAD","ACAD_Sci_Tech",11437,44
"25955",5026561,"define",0,2018,"ACAD","ACAD_Sci_Tech",7179,73
"25958",5026566,"define",0,2018,"ACAD","ACAD_Sci_Tech",17585,94
"25959",5026567,"define",0,2018,"ACAD","ACAD_Sci_Tech",21344,64
"25960",5026569,"define",0,2018,"ACAD","ACAD_Sci_Tech",9819,23
"25961",5026570,"define",0,2018,"ACAD","ACAD_Sci_Tech",7399,61
"25962",5026571,"define",0,2018,"ACAD","ACAD_Sci_Tech",18538,62
"25963",5026572,"define",0,2018,"ACAD","ACAD_Sci_Tech",12745,36
"25966",5026576,"define",0,2018,"ACAD","ACAD_Sci_Tech",8158,22
"25968",5026589,"define",0,2018,"ACAD","ACAD_Sci_Tech",11622,24
"25970",5026593,"define",0,2018,"ACAD","ACAD_Sci_Tech",8311,31
"25971",5026594,"define",0,2018,"ACAD","ACAD_Sci_Tech",8242,79
"25972",5026597,"define",0,2018,"ACAD","ACAD_Sci_Tech",10263,43
"25973",5026598,"define",0,2018,"ACAD","ACAD_Sci_Tech",10153,34
"25974",5025633,"define",0,2019,"ACAD","ACAD_Sci_Tech",4056,7
"25975",5025635,"define",0,2019,"ACAD","ACAD_Sci_Tech",5680,99
"25976",5025636,"define",0,2019,"ACAD","ACAD_Sci_Tech",5272,91
"25977",5025637,"define",0,2019,"ACAD","ACAD_Sci_Tech",5802,67
"25978",5025640,"define",0,2019,"ACAD","ACAD_Sci_Tech",5700,8
"25979",5025641,"define",0,2019,"ACAD","ACAD_Sci_Tech",5503,46
"25980",5025656,"define",0,2019,"ACAD","ACAD_Sci_Tech",777,72
"25981",5025665,"define",0,2019,"ACAD","ACAD_Sci_Tech",5546,26
"25982",5025674,"define",0,2019,"ACAD","ACAD_Sci_Tech",13158,92
"25984",5025676,"define",0,2019,"ACAD","ACAD_Sci_Tech",10808,75
"25986",5025678,"define",0,2019,"ACAD","ACAD_Sci_Tech",8858,98
"25987",5025679,"define",0,2019,"ACAD","ACAD_Sci_Tech",11269,51
"25991",5025688,"define",0,2019,"ACAD","ACAD_Sci_Tech",3465,38
"25992",5025692,"define",0,2019,"ACAD","ACAD_Sci_Tech",6358,39
"25993",5025699,"define",0,2019,"ACAD","ACAD_Sci_Tech",4790,50
"25994",5025700,"define",0,2019,"ACAD","ACAD_Sci_Tech",6472,95
"25996",5025705,"define",0,2019,"ACAD","ACAD_Sci_Tech",4133,13
"25997",5025707,"define",0,2019,"ACAD","ACAD_Sci_Tech",12428,71
"25999",5025711,"define",0,2019,"ACAD","ACAD_Sci_Tech",12545,33
"26002",5025717,"define",0,2019,"ACAD","ACAD_Sci_Tech",7207,93
"26005",5025723,"define",0,2019,"ACAD","ACAD_Sci_Tech",8915,89
"26007",5025726,"define",0,2019,"ACAD","ACAD_Sci_Tech",8419,65
"26009",5025729,"define",0,2019,"ACAD","ACAD_Sci_Tech",7688,49
"26010",5025732,"define",0,2019,"ACAD","ACAD_Sci_Tech",8318,39
"26012",5025737,"define",0,2019,"ACAD","ACAD_Sci_Tech",8478,57
"26013",5025738,"define",0,2019,"ACAD","ACAD_Sci_Tech",11591,97
"26014",5025739,"define",0,2019,"ACAD","ACAD_Sci_Tech",8780,87
"26016",5025742,"define",0,2019,"ACAD","ACAD_Sci_Tech",10313,3
"26019",5025745,"define",0,2019,"ACAD","ACAD_Sci_Tech",11559,43
"26020",5025746,"define",0,2019,"ACAD","ACAD_Sci_Tech",15544,11
"26021",5025749,"define",0,2019,"ACAD","ACAD_Sci_Tech",6619,27
"26027",5025755,"define",0,2019,"ACAD","ACAD_Sci_Tech",7025,77
"26030",5025760,"define",0,2019,"ACAD","ACAD_Sci_Tech",8571,23
"26032",5025764,"define",0,2019,"ACAD","ACAD_Sci_Tech",7103,84
"26033",5025765,"define",0,2019,"ACAD","ACAD_Sci_Tech",8033,59
"26034",5025767,"define",0,2019,"ACAD","ACAD_Sci_Tech",7899,24
"26038",5025774,"define",0,2019,"ACAD","ACAD_Sci_Tech",8279,54
"26039",5025775,"define",0,2019,"ACAD","ACAD_Sci_Tech",9605,78
"26042",5025780,"define",0,2019,"ACAD","ACAD_Sci_Tech",13322,88
"26043",5025781,"define",0,2019,"ACAD","ACAD_Sci_Tech",9101,29
"26047",5025787,"define",0,2019,"ACAD","ACAD_Sci_Tech",14446,55
"26048",5026004,"define",0,2019,"ACAD","ACAD_Sci_Tech",7375,44
"26049",5026010,"define",0,2019,"ACAD","ACAD_Sci_Tech",9719,58
"26050",5026011,"define",0,2019,"ACAD","ACAD_Sci_Tech",8346,22
"26052",5026018,"define",0,2019,"ACAD","ACAD_Sci_Tech",7498,26
"26054",5026089,"define",0,2019,"ACAD","ACAD_Sci_Tech",6015,90
"26057",5026094,"define",0,2019,"ACAD","ACAD_Sci_Tech",6185,96
"26058",5026095,"define",0,2019,"ACAD","ACAD_Sci_Tech",7984,8
"26060",5026098,"define",0,2019,"ACAD","ACAD_Sci_Tech",6074,70
"26063",5026102,"define",0,2019,"ACAD","ACAD_Sci_Tech",13860,36
"26064",5026103,"define",0,2019,"ACAD","ACAD_Sci_Tech",5035,1
"26066",5026111,"define",0,2019,"ACAD","ACAD_Sci_Tech",15796,98
"26067",5026115,"define",0,2019,"ACAD","ACAD_Sci_Tech",5811,99
"26068",5026117,"define",0,2019,"ACAD","ACAD_Sci_Tech",5789,51
"26069",5026118,"define",0,2019,"ACAD","ACAD_Sci_Tech",4625,94
"26070",5026121,"define",0,2019,"ACAD","ACAD_Sci_Tech",4761,42
"26071",5026126,"define",0,2019,"ACAD","ACAD_Sci_Tech",5860,33
"26072",5026132,"define",0,2019,"ACAD","ACAD_Sci_Tech",6089,14
"26073",5026137,"define",0,2019,"ACAD","ACAD_Sci_Tech",4570,31
"26074",5026138,"define",0,2019,"ACAD","ACAD_Sci_Tech",6189,53
"26075",5026149,"define",0,2019,"ACAD","ACAD_Sci_Tech",3606,69
"26076",5026162,"define",0,2019,"ACAD","ACAD_Sci_Tech",11688,85
"26079",5026171,"define",0,2019,"ACAD","ACAD_Sci_Tech",7396,21
"26080",5026175,"define",0,2019,"ACAD","ACAD_Sci_Tech",5181,38
"26081",5026176,"define",0,2019,"ACAD","ACAD_Sci_Tech",5158,76
"26082",5026178,"define",0,2019,"ACAD","ACAD_Sci_Tech",5787,35
"26083",5026181,"define",0,2019,"ACAD","ACAD_Sci_Tech",3702,86
"26086",5026192,"define",0,2019,"ACAD","ACAD_Sci_Tech",3965,28
"26088",5026195,"define",0,2019,"ACAD","ACAD_Sci_Tech",9803,15
"26089",5026266,"define",0,2019,"ACAD","ACAD_Sci_Tech",10514,74
"26090",5026268,"define",0,2019,"ACAD","ACAD_Sci_Tech",11555,16
"26092",5026270,"define",0,2019,"ACAD","ACAD_Sci_Tech",4736,64
"26093",5026271,"define",0,2019,"ACAD","ACAD_Sci_Tech",14342,73
"26094",5026274,"define",0,2019,"ACAD","ACAD_Sci_Tech",8186,100
"26095",5026275,"define",0,2019,"ACAD","ACAD_Sci_Tech",16216,83
"26097",5026277,"define",0,2019,"ACAD","ACAD_Sci_Tech",14936,81
"26098",5026289,"define",0,2019,"ACAD","ACAD_Sci_Tech",8511,95
"26099",5026290,"define",0,2019,"ACAD","ACAD_Sci_Tech",13285,75
"26100",5026292,"define",0,2019,"ACAD","ACAD_Sci_Tech",10309,6
"26101",5026293,"define",0,2019,"ACAD","ACAD_Sci_Tech",15742,65
"26102",5026295,"define",0,2019,"ACAD","ACAD_Sci_Tech",11468,62
"26104",5026297,"define",0,2019,"ACAD","ACAD_Sci_Tech",7548,41
"26105",5026298,"define",0,2019,"ACAD","ACAD_Sci_Tech",32182,34
"26106",5026299,"define",0,2019,"ACAD","ACAD_Sci_Tech",19705,15
"26108",5026301,"define",0,2019,"ACAD","ACAD_Sci_Tech",10588,76
"26110",5026303,"define",0,2019,"ACAD","ACAD_Sci_Tech",7788,64
"26113",5026309,"define",0,2019,"ACAD","ACAD_Sci_Tech",10686,89
"26114",5026311,"define",0,2019,"ACAD","ACAD_Sci_Tech",13347,82
"26115",5026317,"define",0,2019,"ACAD","ACAD_Sci_Tech",8745,36
"26118",5026325,"define",0,2019,"ACAD","ACAD_Sci_Tech",11497,99
"26121",5026336,"define",0,2019,"ACAD","ACAD_Sci_Tech",5786,28
"26122",5026358,"define",0,2019,"ACAD","ACAD_Sci_Tech",9331,8
"26124",5026479,"define",0,2019,"ACAD","ACAD_Sci_Tech",5411,12
"26125",5026480,"define",0,2019,"ACAD","ACAD_Sci_Tech",1644,100
"26126",5026482,"define",0,2019,"ACAD","ACAD_Sci_Tech",3809,1
"26127",5026485,"define",0,2019,"ACAD","ACAD_Sci_Tech",3214,69
"26128",5026486,"define",0,2019,"ACAD","ACAD_Sci_Tech",4332,37
"26129",5026494,"define",0,2019,"ACAD","ACAD_Sci_Tech",4014,58
"26130",5026495,"define",0,2019,"ACAD","ACAD_Sci_Tech",2574,61
"26131",5026502,"define",0,2019,"ACAD","ACAD_Sci_Tech",5736,4
"26132",5026508,"define",0,2019,"ACAD","ACAD_Sci_Tech",4001,39
"26133",5026511,"define",0,2019,"ACAD","ACAD_Sci_Tech",6009,72
"26134",5026515,"define",0,2019,"ACAD","ACAD_Sci_Tech",1350,40
"26136",5026520,"define",0,2019,"ACAD","ACAD_Sci_Tech",5402,3
"26137",5026523,"define",0,2019,"ACAD","ACAD_Sci_Tech",6280,67
"26138",5250003,"define",0,2018,"FIC","FIC_Fan_Fiction",2508,24
"26139",5250004,"define",0,2018,"FIC","FIC_Fan_Fiction",5078,85
"26140",5250005,"define",0,2018,"FIC","FIC_Fan_Fiction",2630,2
"26141",5250006,"define",0,2018,"FIC","FIC_Fan_Fiction",3758,75
"26142",5250007,"define",0,2018,"FIC","FIC_Fan_Fiction",3264,68
"26143",5250008,"define",0,2018,"FIC","FIC_Fan_Fiction",3391,35
"26144",5250009,"define",0,2018,"FIC","FIC_Fan_Fiction",4969,17
"26145",5250010,"define",0,2018,"FIC","FIC_Fan_Fiction",4434,81
"26146",5250011,"define",0,2018,"FIC","FIC_Fan_Fiction",5151,73
"26147",5250012,"define",0,2018,"FIC","FIC_Fan_Fiction",3306,25
"26148",5250013,"define",0,2018,"FIC","FIC_Fan_Fiction",3971,84
"26149",5250014,"define",0,2018,"FIC","FIC_Fan_Fiction",2422,29
"26150",5250015,"define",0,2018,"FIC","FIC_Fan_Fiction",3428,7
"26151",5250016,"define",0,2018,"FIC","FIC_Fan_Fiction",4983,44
